province,date,temp_mean,temp_max_mean,temp_min_mean,precip_sum,rainy_days,precip_anomaly
Kalimantan Tengah,2025-01-01,26.206451612903226,30.270967741935483,23.725806451612904,408.1,30.0,-2.2199999999999704
Kalimantan Tengah,2025-02-01,26.692857142857143,31.107142857142858,23.660714285714285,273.3,24.0,-61.68000000000001
Kalimantan Tengah,2025-03-01,26.53548387096774,31.18064516129032,23.641935483870967,485.5,29.0,47.98000000000002
Kalimantan Tengah,2025-04-01,26.44333333333333,30.61,23.736666666666668,420.5,27.0,61.68000000000001
Kalimantan Tengah,2025-05-01,27.174193548387095,31.683870967741935,24.24516129032258,364.9,27.0,28.95999999999998
Kalimantan Tengah,2025-06-01,26.75,31.033333333333335,23.88,221.8,20.0,-36.54000000000002
Kalimantan Timur,2021-01-01,25.896774193548385,29.97741935483871,23.55806451612903,320.3,27.0,-39.68000000000001
Kalimantan Timur,2021-02-01,25.885714285714283,29.8,23.510714285714283,286.0,28.0,-2.3999999999999773
Kalimantan Timur,2021-03-01,26.003225806451614,29.925806451612903,23.493548387096773,250.9,30.0,-113.37999999999997
Kalimantan Timur,2021-04-01,26.15666666666667,30.16,23.716666666666665,294.4,28.0,-27.819999999999993
Kalimantan Timur,2021-05-01,26.283870967741933,29.65806451612903,24.125806451612902,291.3,28.0,-70.28000000000003
Kalimantan Timur,2021-06-01,26.09333333333333,29.813333333333333,23.703333333333333,253.6,27.0,-40.02000000000001
Kalimantan Timur,2021-07-01,25.806451612903224,29.174193548387095,23.55806451612903,271.5,25.0,-2.2250000000000227
Kalimantan Timur,2021-08-01,25.606451612903225,29.103225806451615,23.416129032258063,388.5,31.0,53.89999999999998
Kalimantan Timur,2021-09-01,25.626666666666665,29.266666666666666,23.490000000000002,504.3,28.0,216.575
Kalimantan Timur,2021-10-01,26.296774193548387,30.47741935483871,23.574193548387097,358.3,30.0,78.07499999999999
Kalimantan Timur,2021-11-01,25.816666666666666,29.813333333333333,23.290000000000003,536.4,28.0,96.54999999999995
Kalimantan Timur,2021-12-01,25.806451612903224,29.967741935483872,23.248387096774195,360.2,29.0,56.27499999999998
Kalimantan Timur,2022-01-01,25.703225806451613,30.141935483870967,23.11935483870968,368.2,28.0,8.21999999999997
Kalimantan Timur,2022-02-01,25.782142857142855,30.360714285714288,23.12142857142857,317.2,24.0,28.80000000000001
Kalimantan Timur,2022-03-01,25.990322580645163,30.293548387096774,23.25483870967742,378.7,29.0,14.420000000000016
Kalimantan Timur,2022-04-01,26.173333333333336,30.753333333333334,23.35,361.6,29.0,39.38000000000005
Kalimantan Timur,2022-05-01,26.406451612903226,30.593548387096774,23.796774193548387,349.9,27.0,-11.680000000000064
Kalimantan Timur,2022-06-01,25.676666666666666,29.733333333333334,23.14,287.0,29.0,-6.6200000000000045
Kalimantan Timur,2022-07-01,25.75483870967742,29.596774193548388,23.419354838709676,299.1,28.0,25.375
Kalimantan Timur,2022-08-01,25.629032258064516,29.61935483870968,23.05483870967742,353.9,28.0,19.299999999999955
Kalimantan Timur,2022-09-01,25.80666666666667,30.313333333333333,23.12,339.7,27.0,51.974999999999966
Kalimantan Timur,2022-10-01,26.051612903225806,30.251612903225805,23.325806451612905,352.0,27.0,71.77499999999998
Kalimantan Timur,2022-11-01,25.946666666666665,30.39,23.233333333333334,391.9,28.0,-47.950000000000045
Kalimantan Timur,2022-12-01,25.98709677419355,30.33225806451613,23.200000000000003,292.3,25.0,-11.625
